sku,nombre,id,archivo
100267,BOLSO_TUBO_GRANDE,20647,100267_BOLSO_TUBO_GRANDE_20647.jpg
100268,BOLSO_TUBO_GRANDE,20663,100268_BOLSO_TUBO_GRANDE_20663.jpg
100269,BOLSO_TUBO_GRANDE,20664,100269_BOLSO_TUBO_GRANDE_20664.jpg
100270,BOLSO_TUBO_GRANDE,20665,100270_BOLSO_TUBO_GRANDE_20665.jpg
100271,BOLSO_TUBO_GRANDE,20666,100271_BOLSO_TUBO_GRANDE_20666.jpg
100272,BOLSO_URBANO,20674,100272_BOLSO_URBANO_20674.jpg
100273,BOLSO_URBANO,20675,100273_BOLSO_URBANO_20675.jpg
100274,BOLSO_URBANO,20676,100274_BOLSO_URBANO_20676.jpg
100275,BOLSO_URBANO,20678,100275_BOLSO_URBANO_20678.jpg
100276,BOLSO_URBANO,20681,100276_BOLSO_URBANO_20681.jpg
100277,BOLSO_URBANO,20686,100277_BOLSO_URBANO_20686.jpg
100278,BOLSO_URBANO,20687,100278_BOLSO_URBANO_20687.jpg
100279,BOLSO_URBANO_FULL_BLACK,20689,100279_BOLSO_URBANO_FULL_BLACK_20689.jpg
100280,BOTA_JAZMIN,18812,100280_BOTA_JAZMIN_18812.jpg
100281,BOTA_MORRIS,18813,100281_BOTA_MORRIS_18813.jpg
100282,BOTA_MORRIS,34870,100282_BOTA_MORRIS_34870.jpg
100283,BOTINERO_MARCOS_30,19123,100283_BOTINERO_MARCOS_30_19123.jpg
100284,BOTINERO_MARCOS_30,19124,100284_BOTINERO_MARCOS_30_19124.jpg
100285,BOTINERO_MARCOS_30,19125,100285_BOTINERO_MARCOS_30_19125.jpg
100286,BOTINERO_MARCOS_30,19126,100286_BOTINERO_MARCOS_30_19126.jpg
100287,BOTINERO_MARCOS_30,19127,100287_BOTINERO_MARCOS_30_19127.jpg
100288,BOTINERO_MARCOS_30,19128,100288_BOTINERO_MARCOS_30_19128.jpg
100289,BOTINERO_MARCOS_30,19129,100289_BOTINERO_MARCOS_30_19129.jpg
100290,BOTINERO_MARCOS_30,19131,100290_BOTINERO_MARCOS_30_19131.jpg
100291,BOTINERO_MARCOS_30,19139,100291_BOTINERO_MARCOS_30_19139.jpg
100292,BUFANDA_ACRUX,21956,100292_BUFANDA_ACRUX_21956.jpg
100293,BUFANDA_ACRUX,21957,100293_BUFANDA_ACRUX_21957.jpg
100294,BUFANDA_ACRUX,21958,100294_BUFANDA_ACRUX_21958.jpg
100295,BUFANDA_ACRUX,21959,100295_BUFANDA_ACRUX_21959.jpg
100296,BUFANDA_ACRUX,21960,100296_BUFANDA_ACRUX_21960.jpg
100297,BUFANDA_ACRUX,21961,100297_BUFANDA_ACRUX_21961.jpg
100298,BUFANDA_ACRUX,21962,100298_BUFANDA_ACRUX_21962.jpg
100299,BUFANDA_ADHARA,21963,100299_BUFANDA_ADHARA_21963.jpg
100300,BUFANDA_ADHARA,21964,100300_BUFANDA_ADHARA_21964.jpg
100301,BUFANDA_ADHARA,21965,100301_BUFANDA_ADHARA_21965.jpg
100302,BUFANDA_ADHARA,21966,100302_BUFANDA_ADHARA_21966.jpg
100303,BUFANDA_ADHARA,21967,100303_BUFANDA_ADHARA_21967.jpg
100304,BUFANDA_CAPELLA,21968,100304_BUFANDA_CAPELLA_21968.jpg
100305,BUFANDA_CAPELLA,21969,100305_BUFANDA_CAPELLA_21969.jpg
100306,BUFANDA_CAPELLA,21970,100306_BUFANDA_CAPELLA_21970.jpg
100307,BUFANDA_CAPELLA,21971,100307_BUFANDA_CAPELLA_21971.jpg
100308,CAMISA_ALASKA,21972,100308_CAMISA_ALASKA_21972.jpg
100309,CAMISA_ALASKA,21973,100309_CAMISA_ALASKA_21973.jpg
100310,CAMISA_ALASKA,21974,100310_CAMISA_ALASKA_21974.jpg
100311,CAMISA_ALASKA,21975,100311_CAMISA_ALASKA_21975.jpg
100312,CAMISA_ALASKA,21976,100312_CAMISA_ALASKA_21976.jpg
100313,CAMISA_ALASKA,21978,100313_CAMISA_ALASKA_21978.jpg
100314,CAMISA_ALASKA,21980,100314_CAMISA_ALASKA_21980.jpg
100315,CAMISA_ALASKA,21981,100315_CAMISA_ALASKA_21981.jpg
100316,CAMISA_ALASKA,21982,100316_CAMISA_ALASKA_21982.jpg
100317,CAMISA_ALASKA,21983,100317_CAMISA_ALASKA_21983.jpg
